15976.jpg, asian, 1.6969914362618965e-08, indian, 8.604311574345047e-06, black, 4.892483640439593e-09, white, 99.36933517456055, middle eastern, 0.6033728364855051, dominant race, white, 
18850.jpg, asian, 3.351000829224888e-13, indian, 5.502700517467929e-08, black, 100.0, white, 1.0405227306029927e-19, middle eastern, 4.842072096912901e-21, dominant race, black, 
105445.jpg, asian, 2.757614084041958, indian, 3.568930019076468, black, 0.536679787884938, white, 45.78333471914141, middle eastern, 20.064489249258592, dominant race, white, 
204854.jpg, asian, 0.4232066644630832, indian, 1.5549182900883807, black, 0.20302811079882255, white, 51.238518805680414, middle eastern, 28.948282724823628, dominant race, white, 
113174.jpg, asian, 7.046484649448086e-09, indian, 1.529191586799703e-08, black, 2.5949450841785443e-11, white, 99.99052882138066, middle eastern, 0.006124037100876099, dominant race, white, 
107433.jpg, asian, 1.1703303087269634e-09, indian, 3.1416301989495155e-08, black, 5.739334232909665e-13, white, 99.99029040278735, middle eastern, 0.008248729628202223, dominant race, white, 
114053.jpg, asian, 0.05200858577154577, indian, 0.30610200483351946, black, 0.022441860346589237, white, 71.77565097808838, middle eastern, 10.699766129255295, dominant race, white, 
201207.jpg, asian, 4.9453383011918706e-11, indian, 2.1617641010607258e-08, black, 3.1538587811908965e-13, white, 99.97238516807556, middle eastern, 0.02517354441806674, dominant race, white, 
202155.jpg, asian, 0.013388641086636167, indian, 0.014985617930683396, black, 0.0003996781309857506, white, 94.78182730458109, middle eastern, 2.27292263036044, dominant race, white, 
